CORE_otu	db_id	source	ISR_len	genus	family	order	class	phylum
Delftia tsuruhatensis	SEQ8262	Delftia acidovorans	237	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ16822	Delftia sp. Cs1-4	691	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ16811	Delftia tsuruhatensis NBRC 16741	680	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ16810	Delftia tsuruhatensis	681	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ9709	Delftia acidovorans CCUG 274B	750	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ16815	Delftia tsuruhatensis	681	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ16821	Delftia sp. Cs1-4	690	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ16819	Delftia tsuruhatensis	680	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ8269	Delftia lacustris	237	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ16818	Delftia acidovorans CCUG 274B	681	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ9712	Delftia tsuruhatensis	750	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ16834	Delftia sp. K82	691	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ16816	Delftia tsuruhatensis	682	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ16814	Delftia tsuruhatensis	682	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ16817	Delftia lacustris	683	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ16820	Delftia sp. Cs1-4	691	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ16833	Delftia sp. GW456-R20	689	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Delftia tsuruhatensis	SEQ13277	Delftia lacustris	435	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria
Dermacoccus nishinomiyaensis	SEQ13222	Dermacoccus sp. PE3	375	Dermacoccus	Dermacoccaceae	Actinomycetales	Actinobacteridae	Actinobacteria
Dermacoccus nishinomiyaensis	SEQ10048	Dermacoccus nishinomiyaensis	247	Dermacoccus	Dermacoccaceae	Actinomycetales	Actinobacteridae	Actinobacteria
Dermacoccus nishinomiyaensis	SEQ834	Dermacoccus nishinomiyaensis	493	Dermacoccus	Dermacoccaceae	Actinomycetales	Actinobacteridae	Actinobacteria
Dermacoccus nishinomiyaensis	SEQ13271	Dermacoccus nishinomiyaensis	396	Dermacoccus	Dermacoccaceae	Actinomycetales	Actinobacteridae	Actinobacteria
Dermacoccus nishinomiyaensis	SEQ13272	Dermacoccus sp. CCH2-D9	396	Dermacoccus	Dermacoccaceae	Actinomycetales	Actinobacteridae	Actinobacteria
Dermacoccus nishinomiyaensis	SEQ13274	Dermacoccus nishinomiyaensis	396	Dermacoccus	Dermacoccaceae	Actinomycetales	Actinobacteridae	Actinobacteria
Dermacoccus nishinomiyaensis	SEQ13273	Dermacoccus nishinomiyaensis	396	Dermacoccus	Dermacoccaceae	Actinomycetales	Actinobacteridae	Actinobacteria
Desulfobulbus R004	SEQ17213	Desulfobulbus sp. oral taxon 041 str. Dsb4	486	Desulfobulbus	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria
Desulfobulbus R004	SEQ10481	Desulfobulbus sp. oral taxon 041 str. Dsb1-5	358	Desulfobulbus	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria
Desulfobulbus R004	SEQ17211	Desulfobulbus sp. oral taxon 041 str. Dsb3	481	Desulfobulbus	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria
Desulfobulbus R004	SEQ17212	Desulfobulbus sp. Dsb5	486	Desulfobulbus	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria
Desulfobulbus R004	SEQ17210	Desulfobulbus sp. Dsb1	479	Desulfobulbus	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria
Desulfomicrobium orale	SEQ8328	Desulfomicrobium orale DSM 12838	326	Desulfomicrobium	Desulfomicrobiaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria
Desulfovibrio fairfieldensis	SEQ11307	Desulfovibrio sp. 3_1_syn3	560	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria
Desulfovibrio fairfieldensis	SEQ8700	Desulfovibrio sp. Dsv1	236	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria
Desulfovibrio fairfieldensis	SEQ11308	Desulfovibrio fairfieldensis	550	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria
Desulfovibrio fairfieldensis	SEQ8772	Desulfovibrio sp. Dsv1	289	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria
Desulfovibrio fairfieldensis	SEQ11309	Desulfovibrio fairfieldensis	550	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria
Desulfovibrio fairfieldensis	SEQ11306	Desulfovibrio sp. 6_1_46AFAA	560	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria
Desulfovibrio fairfieldensis	SEQ11305	Desulfovibrio sp. Dsv1	497	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria
Dialister invisus	SEQ13197	Dialister invisus DSM 15470	263	Dialister	Veillonellaceae	Selenomonadales	Negativicutes	Firmicutes
Dialister invisus	SEQ13198	Dialister invisus DSM 15470	501	Dialister	Veillonellaceae	Selenomonadales	Negativicutes	Firmicutes
Dialister invisus	SEQ13196	Dialister invisus DSM 15470	263	Dialister	Veillonellaceae	Selenomonadales	Negativicutes	Firmicutes
Dialister pneumosintes	SEQ13200	Dialister pneumosintes	246	Dialister	Veillonellaceae	Selenomonadales	Negativicutes	Firmicutes
Dialister pneumosintes	SEQ13199	Dialister pneumosintes	546	Dialister	Veillonellaceae	Selenomonadales	Negativicutes	Firmicutes
Dolosigranulum pigrum	SEQ13862	Dolosigranulum pigrum	281	Dolosigranulum	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes
Dolosigranulum pigrum	SEQ13861	Dolosigranulum pigrum	371	Dolosigranulum	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes
Dolosigranulum pigrum	SEQ13858	Dolosigranulum pigrum	371	Dolosigranulum	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes
Dolosigranulum pigrum	SEQ13860	Dolosigranulum pigrum	369	Dolosigranulum	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes
Dolosigranulum pigrum	SEQ13859	Dolosigranulum pigrum ATCC 51524	371	Dolosigranulum	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes
Dolosigranulum pigrum	SEQ13863	Dolosigranulum pigrum ATCC 51524	280	Dolosigranulum	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes
Dolosigranulum pigrum	SEQ13864	Dolosigranulum pigrum	281	Dolosigranulum	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes
Eggerthia catenaformis	SEQ16020	Eggerthia catenaformis	297	Eggerthia	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes
Eggerthia catenaformis	SEQ16019	Eggerthia catenaformis OT 569 = DSM 20559	299	Eggerthia	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes
Eikenella corrodens	SEQ15528	Eikenella corrodens	608	Eikenella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria
Eikenella corrodens	SEQ15531	Eikenella sp. NML01-A-086	609	Eikenella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria
Eikenella corrodens	SEQ15530	Eikenella sp. NML03-A-027	608	Eikenella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria
Eikenella corrodens	SEQ15523	Eikenella sp. NML120348	609	Eikenella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria
Eikenella corrodens	SEQ15526	Eikenella corrodens	608	Eikenella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria
Eikenella corrodens	SEQ15521	Eikenella corrodens	609	Eikenella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria
Eikenella corrodens	SEQ15529	Eikenella sp. HMSC071B05	608	Eikenella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria
Eikenella corrodens	SEQ15527	Eikenella corrodens CC92I	608	Eikenella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria
Eikenella corrodens	SEQ15525	Eikenella corrodens	608	Eikenella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria
Eikenella corrodens	SEQ15892	Eikenella sp. NML130454	608	Eikenella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria
Eikenella corrodens	SEQ15544	Eikenella sp. NML070372	608	Eikenella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria
Eikenella corrodens	SEQ15524	Eikenella corrodens	608	Eikenella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ2411	Citrobacter sp. BIDMC107	561	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ3218	Enterobacter ludwigii	464	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ2424	Citrobacter sp. MGH103	405	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ3634	Klebsiella pneumoniae IS43	369	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ2841	Enterobacter sp. MR1	367	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ2906	Klebsiella pneumoniae BIDMC 47	522	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ2024	Raoultella ornithinolytica	402	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ1999	Raoultella ornithinolytica	563	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ3481	Klebsiella aerogenes	523	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ4152	Klebsiella pneumoniae	221	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ2937	Klebsiella pneumoniae IS43	464	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ3918	Klebsiella pneumoniae VAKPC278	224	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ3572	Klebsiella oxytoca TDB-1	532	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ2020	Klebsiella oxytoca	374	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ3227	Klebsiella pneumoniae MGH 44	459	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ3165	Klebsiella michiganensis	534	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ2701	Klebsiella pneumoniae	450	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ2093	Raoultella planticola	404	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ3339	Enterobacter cloacae EcWSU1	376	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ3198	Klebsiella michiganensis E718	377	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ3474	Klebsiella aerogenes	532	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ2890	Klebsiella pneumoniae MGH 19	530	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ4147	Klebsiella pneumoniae	230	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ2603	Klebsiella pneumoniae	461	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ3004	Klebsiella pneumoniae ISC21	367	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ2968	Klebsiella pneumoniae	529	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ3603	Klebsiella pneumoniae subsp. pneumoniae Ecl8	375	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ2929	Klebsiella pneumoniae VAKPC278	453	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter aerogenes	SEQ4191	Enterobacter sp. ku-bf2	461	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter cancerogenus	SEQ3441	Enterobacter sp. MGH 37	377	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter cancerogenus	SEQ3351	Enterobacter cloacae ISC8	376	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter cancerogenus	SEQ3911	Enterobacter xiangfangensis	223	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter cancerogenus	SEQ4046	Enterobacter sp. HK169	368	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter cancerogenus	SEQ2626	Enterobacter sp. MGH 37	469	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter cancerogenus	SEQ2806	Enterobacter cloacae subsp. cloacae	366	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter cancerogenus	SEQ3332	Enterobacter sp. BIDMC 29	368	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter cancerogenus	SEQ3210	Enterobacter cloacae complex sp. 35734	460	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter cancerogenus	SEQ2644	Enterobacter cloacae	456	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter cancerogenus	SEQ3231	Enterobacter hormaechei subsp. steigerwaltii	532	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter cancerogenus	SEQ2494	Enterobacter asburiae	377	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacter cancerogenus	SEQ3991	Enterobacter cloacae ISC8	523	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacteriaceae nbw684g01c1	SEQ3402	Citrobacter freundii	405	unclassified Enterobacteriaceae	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacteriaceae nbw684g01c1	SEQ8151	Citrobacter freundii	887	unclassified Enterobacteriaceae	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacteriaceae nbw684g01c1	SEQ2965	Kluyvera intermedia	560	unclassified Enterobacteriaceae	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacteriaceae nbw684g01c1	SEQ2870	Kluyvera intermedia	402	unclassified Enterobacteriaceae	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacteriaceae nbw684g01c1	SEQ17050	Klebsiella pneumoniae	484	unclassified Enterobacteriaceae	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacteriaceae nbw684g01c1	SEQ2966	Kluyvera intermedia	558	unclassified Enterobacteriaceae	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacteriaceae nbw684g01c1	SEQ2964	Kluyvera intermedia	560	unclassified Enterobacteriaceae	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacteriaceae nbw684g01c1	SEQ2871	Kluyvera intermedia	402	unclassified Enterobacteriaceae	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacteriaceae nbw684g01c1	SEQ2521	Citrobacter freundii	563	unclassified Enterobacteriaceae	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterobacteriaceae nbw684g01c1	SEQ2869	Kluyvera intermedia	403	unclassified Enterobacteriaceae	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
Enterococcus faecalis	SEQ12910	Enterococcus faecalis EnGen0250	249	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12905	Enterococcus moraviensis ATCC BAA-383	299	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12981	Enterococcus faecalis EnGen0354	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12959	Enterococcus faecalis EnGen0241	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12960	Enterococcus faecalis EnGen0400	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12935	Enterococcus faecalis	350	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ15375	Enterococcus faecalis EnGen0211	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ15369	Enterococcus faecalis EnGen0065	249	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12902	Enterococcus moraviensis ATCC BAA-383	360	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12904	Enterococcus haemoperoxidus ATCC BAA-382	310	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12934	Enterococcus faecalis EnGen0105	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12919	Enterococcus faecalis ATCC 6055	248	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12940	Enterococcus faecalis EnGen0067	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12974	Enterococcus faecalis EnGen0286	249	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12957	Enterococcus faecalis EnGen0335	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ15370	Enterococcus faecalis EnGen0088	249	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12965	Enterococcus faecalis EnGen0302	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ15378	Enterococcus faecalis EnGen0079	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12936	Enterococcus faecalis EnGen0250	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12976	Enterococcus faecalis ATCC 27959	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12950	Enterococcus faecalis	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12915	Enterococcus faecalis EnGen0091	249	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12975	Enterococcus faecalis EnGen0075	249	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12925	Enterococcus faecalis 62	246	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12899	Enterococcus moraviensis ATCC BAA-383	360	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12918	Enterococcus faecalis EnGen0362	249	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12909	Enterococcus faecalis EnGen0103	249	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12907	Enterococcus faecalis D32	349	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12900	Enterococcus haemoperoxidus ATCC BAA-382	365	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ16999	Enterococcus faecalis EnGen0198	249	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ15377	Enterococcus faecalis EnGen0095	350	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12946	Enterococcus faecalis DENG1	350	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12903	Enterococcus haemoperoxidus ATCC BAA-382	310	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12949	Enterococcus faecalis EnGen0084	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ15371	Enterococcus faecalis EnGen0096	248	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12941	Enterococcus faecalis	350	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12920	Enterococcus faecalis	249	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12972	Enterococcus faecalis	249	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ15372	Enterococcus faecalis EnGen0088	248	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12973	Enterococcus faecalis EnGen0400	249	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12944	Enterococcus faecalis	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12958	Enterococcus faecalis EnGen0344	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ15376	Enterococcus faecalis EnGen0112	350	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12954	Enterococcus faecalis EnGen0328	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12951	Enterococcus faecalis 68A	352	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12953	Enterococcus faecalis	221	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12952	Enterococcus faecalis EnGen0336	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12948	Enterococcus faecalis ATCC 27275	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12939	Enterococcus faecalis	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ15374	Enterococcus faecalis EnGen0199	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12937	Enterococcus faecalis ATCC 10100	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12979	Enterococcus faecalis D32	250	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12947	Enterococcus faecalis EnGen0333	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12942	Enterococcus faecalis V583	350	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12955	Enterococcus faecalis ATCC 29212	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12906	Enterococcus haemoperoxidus ATCC BAA-382	365	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12969	Enterococcus faecalis EnGen0084	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12913	Enterococcus faecalis	249	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12943	Enterococcus faecalis EnGen0241	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12901	Enterococcus caccae ATCC BAA-1240	365	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12956	Enterococcus faecalis EnGen0335	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
Enterococcus faecalis	SEQ12980	Enterococcus faecalis	351	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
